bh_bar,break_even_win_rate,control_mean,control_trades,edge,entry_distance,exit_stop,exit_target,exit_time,few_trades,max_hold_minutes,no_new_entry_after,no_reward,p,params_hash,reward,rule_mean,survives_fdr,t,trades,underpowered,volume_ratio_min,win_rate
0.04583333333333334,0.4166666666666667,1.986761142326018e-05,519,-5.8947603617781846e-05,-0.008,26,7,377,False,15,15:55,False,0.645607746909998,55de8874047507c1,0.007,-3.9079992194521675e-05,False,-0.4598724906640624,479,False,1.0,0.4822546972860125
0.036458333333333336,0.4166666666666667,3.1050081352558515e-05,359,-0.0001490792232672201,-0.008,47,19,206,False,30,15:55,False,0.448331627445605,fd1e3b40f0edd9d8,0.007,-0.0001180291419146616,False,-0.7581993881804331,354,False,1.0,0.4406779661016949
0.044791666666666674,0.4166666666666667,-2.09663886148249e-06,284,-0.00013647756655755472,-0.008,65,29,89,False,60,15:55,False,0.6131088676759606,bba82682a1d5ae2f,0.007,-0.00013857420541903723,False,-0.5056407522305417,274,False,1.0,0.4233576642335766
0.017708333333333336,0.4166666666666667,0.00010575226098970795,248,-0.00040073458385643697,-0.008,76,41,26,False,120,15:55,False,0.20376091982955769,39f302314e51d966,0.007,-0.00029498232286672907,False,-1.2709092934580655,243,False,1.0,0.42386831275720166
0.09479166666666666,0.4166666666666667,-0.0002853485752511998,233,-9.58099309749321e-06,-0.008,81,47,1,False,240,15:55,False,0.9771989818720123,96570100fb3a26d4,0.007,-0.0002949295683486928,False,-0.028580728954777087,232,False,1.0,0.4267241379310345
nan,0.3125,-3.891260819215268e-05,137,0.0005082712543717941,-0.012,2,1,127,True,5,15:55,False,0.006248321542620452,adf6a81cab8fa1fc,0.011,0.00046935864617964117,False,2.734457213212168,148,True,1.0,0.5743243243243243
nan,0.3125,-1.5788638232345847e-05,121,0.0007068889908990061,-0.012,7,2,89,True,15,15:55,False,0.018412031370168985,629a2bdd71d9b791,0.011,0.0006911003526666605,False,2.3572261227746525,124,True,1.0,0.5483870967741935
nan,0.3125,1.7026483992244153e-05,97,0.0006710471294390212,-0.012,5,4,55,True,30,15:55,False,0.11242644283855079,200e6cf1dececf24,0.011,0.0006880736134312653,False,1.5873807217778637,96,True,1.0,0.4583333333333333
nan,0.3125,-0.0002701928345215447,85,0.0004405936599803631,-0.012,16,6,28,True,60,15:55,False,0.4208902200183021,614626c796b6885b,0.011,0.0001704008254588184,False,0.8048777659245705,82,True,1.0,0.43902439024390244
nan,0.3125,-0.00041000970320728507,83,0.00019353908664424655,-0.012,23,10,9,True,120,15:55,False,0.7573106689200819,3d949988df2bec3d,0.011,-0.00021647061656303838,False,0.3090142738197436,78,True,1.0,0.358974358974359
nan,0.3125,3.787384202189372e-06,83,-6.931818839253599e-05,-0.012,25,11,0,True,240,15:55,False,0.917564232819264,5ac0412bfb844fa0,0.011,-6.553080419034656e-05,False,-0.10350241509853902,77,True,1.0,0.35064935064935066
nan,1.0,-2.091434402613525e-05,7998,5.308120913209408e-07,-0.001,20,2151,5504,False,5,15:55,True,0.9729239161042718,b42781d10a395b40,0.0,-2.0383531934814394e-05,False,0.033941354431650826,8039,True,1.2,0.5361363353650952
nan,1.0,-5.090980703395841e-05,6434,-2.9091457733564143e-06,-0.001,99,2772,3182,False,15,15:55,True,0.9075027328805128,17d8eec1ee5c94c9,0.0,-5.38189528073148e-05,False,-0.1161890271977934,6500,True,1.2,0.584
nan,1.0,-5.278455134765639e-05,5051,-1.147823425888671e-05,-0.001,176,2964,1504,False,30,15:55,True,0.7292819044742243,8e89e952c4c3549c,0.0,-6.426278560654306e-05,False,-0.34608091683758757,5127,True,1.2,0.629412912034328
nan,1.0,-7.115751148359614e-05,4283,-1.6657890204685357e-05,-0.001,288,3030,525,False,60,15:55,True,0.6755452304118835,c7692ce516d422a4,0.0,-8.781540168828146e-05,False,-0.4185497363427537,4340,True,1.2,0.6668202764976958
nan,1.0,-6.83481948989818e-05,3975,-1.6984156303022105e-05,-0.001,355,3054,111,False,120,15:55,True,0.6928532206323228,f53e7f4406e35ea5,0.0,-8.533235120200387e-05,False,-0.39498599925118866,4023,True,1.2,0.6870494655729555
nan,1.0,-7.698541444126079e-05,3907,-7.503088869897551e-06,-0.001,371,3061,5,False,240,15:55,True,0.8631941917882854,6ec923125291f327,0.0,-8.448850331115806e-05,False,-0.17230953097418542,3943,True,1.2,0.6888156226223687
0.07708333333333334,0.8333333333333334,-1.2259346391770042e-05,5775,-1.9776002359055905e-06,-0.002,18,394,4741,False,5,15:55,False,0.9228790867181734,5c6fdab537cbb892,0.001,-1.4236946627675639e-05,False,-0.09680772798628948,5453,False,1.2,0.5026590867412434
0.0625,0.8333333333333334,-4.0050925154437974e-05,4635,-1.006241168380479e-05,-0.002,98,847,2887,False,15,15:55,False,0.7640277956197231,2641c948192d011d,0.001,-5.0113336838242756e-05,False,-0.30019581694065345,4213,False,1.2,0.5212437692855447
0.09895833333333334,0.8333333333333334,-6.363953639090003e-05,3499,8.222273285856839e-07,-0.002,164,1042,1431,False,30,15:55,False,0.9864728680231535,a27f5a2f0010ec85,0.001,-6.281730906231423e-05,False,0.016954557993391017,3061,False,1.2,0.5596210388761843
0.06666666666666667,0.8333333333333334,-7.567853306059088e-05,2841,-1.5536062078273994e-05,-0.002,266,1161,511,False,60,15:55,False,0.8046705012396719,36fba61cda4d562e,0.001,-9.121459513886481e-05,False,-0.24730718164116378,2376,False,1.2,0.609006734006734
0.08750000000000001,0.8333333333333334,-0.00010219784306299646,2497,3.872176074075668e-06,-0.002,332,1206,109,False,120,15:55,False,0.9567183054089806,8ebc2521e5279d9a,0.001,-9.832566698892094e-05,False,0.05427219080859081,2086,False,1.2,0.6490891658676894
0.05520833333333334,0.8333333333333334,-7.086141434995053e-05,2432,-2.8575076152660854e-05,-0.002,340,1219,8,False,240,15:55,False,0.6983954216606135,9230b8424b8dd973,0.001,-9.94364905026114e-05,False,-0.3874873857939627,2009,False,1.2,0.6535589845694375
0.030208333333333334,0.7142857142857143,-3.603927399929272e-05,3948,2.3304288877114808e-05,-0.003,14,93,3351,False,5,15:55,False,0.3746911943040161,3901d5cbfb4aa450,0.002,-1.2734985122177736e-05,False,0.8877203543054372,3683,False,1.2,0.48954656530002716
0.023958333333333335,0.7142857142857143,-1.6708555044676866e-05,3130,-4.513326798804642e-05,-0.003,78,280,2201,False,15,15:55,False,0.2987342838757676,02fadefd6aa3947f,0.002,-6.184182303272327e-05,False,-1.0391514972893692,2850,False,1.2,0.5045614035087719
0.06979166666666667,0.7142857142857143,-4.668733759527389e-05,2319,-1.3009226575669044e-05,-0.003,127,432,1147,False,30,15:55,False,0.8393224161875884,6126c94fb227565a,0.002,-5.969656417094283e-05,False,-0.20276026566158015,2031,False,1.2,0.5115706548498277
0.08958333333333335,0.7142857142857143,-9.515923481670044e-05,1861,4.561186703165731e-06,-0.003,209,559,443,False,60,15:55,False,0.9570624367270449,408cbb80bf99f7ce,0.002,-9.059804811353498e-05,False,0.05384025554633875,1561,False,1.2,0.5374759769378603
0.065625,0.7142857142857143,-0.00011939986716292533,1604,2.5537702934335234e-05,-0.003,255,617,109,False,120,15:55,False,0.7975339840743566,38f39ebb48d32fa8,0.002,-9.38621642285903e-05,False,0.25653988854753096,1339,False,1.2,0.5899925317401046
0.03958333333333333,0.7142857142857143,-0.00014282852152411562,1552,6.208166913544068e-05,-0.003,268,638,7,False,240,15:55,False,0.5565786015462681,a59647ce4fb30c1b,0.002,-8.074685238867518e-05,False,0.5879310091845382,1272,False,1.2,0.6037735849056604
0.096875,0.5555555555555555,-3.123317162216707e-05,1818,9.301950711071383e-07,-0.005,9,11,1558,False,5,15:55,False,0.9824029985071532,b87349436e983c8a,0.004,-3.0302976551059854e-05,False,0.022056358955358162,1703,False,1.2,0.4738696418085731
0.003125,0.5555555555555555,2.270293862879031e-05,1455,-0.00015509960894240636,-0.005,44,50,1050,False,15,15:55,False,0.027108072651368394,521c03f45dbbba35,0.004,-0.0001323966703136159,False,-2.20995806707592,1316,False,1.2,0.4627659574468085
0.040625,0.5555555555555555,-0.00012375154002437276,1078,-5.8399625525887836e-05,-0.005,82,81,594,False,30,15:55,False,0.5729878089817899,a73ec53a2dd50ba5,0.004,-0.0001821511655502605,False,-0.5636566735699852,951,False,1.2,0.4637223974763407
0.02604166666666667,0.5555555555555555,-0.00010803468932134384,833,-0.0001383237502744805,-0.005,126,134,257,False,60,15:55,False,0.3374194501599245,ed15683a4f48bd00,0.004,-0.0002463584395958241,False,-0.9592765408778796,724,False,1.2,0.47099447513812154
0.021875000000000002,0.5555555555555555,-9.667946141215131e-05,725,-0.00018616839505063973,-0.005,164,176,63,False,120,15:55,False,0.27710483782853,48542dd492db50df,0.004,-0.00028284785646279134,False,-1.08684608298977,621,False,1.2,0.49114331723027377
0.09791666666666667,0.5555555555555555,-0.0002717448235649916,694,3.4919327175043577e-06,-0.005,170,193,3,False,240,15:55,False,0.9845605959752773,f1b6be9b441bb39e,0.004,-0.0002682528908474874,False,0.019351631086013087,593,False,1.2,0.5042158516020236
0.010416666666666668,0.4166666666666667,-3.5677873404117724e-05,637,0.00012875661033972236,-0.008,5,0,521,False,5,15:55,False,0.10811505199035895,539d6adb7386adec,0.007,9.307873693560467e-05,False,1.6067234278385323,575,False,1.2,0.5165217391304348
0.08020833333333334,0.4166666666666667,-7.06327770298674e-05,472,1.0750211273829246e-05,-0.008,25,6,343,False,15,15:55,False,0.9370443388281744,853ed6b7b33f1891,0.007,-5.9882565756038155e-05,False,0.0789852705851129,443,False,1.2,0.4672686230248307
0.05,0.4166666666666667,-0.00012961707616629238,348,8.728657923741886e-05,-0.008,42,17,196,False,30,15:55,False,0.664001205376904,4e869b3454a6dcff,0.007,-4.2330496928873596e-05,False,0.43439558206692275,338,False,1.2,0.46153846153846156
0.05416666666666667,0.4166666666666667,-9.856190325438609e-05,272,-0.00010659715761123308,-0.008,59,27,87,False,60,15:55,False,0.6964879439555425,8f71d56d3c653cb7,0.007,-0.00020515906086561927,False,-0.3900657289101818,264,False,1.2,0.4356060606060606
0.06770833333333334,0.4166666666666667,-0.00030254922907975836,234,-7.433251638047032e-05,-0.008,71,36,27,False,120,15:55,False,0.8155769671401886,d29b0477b1701e96,0.007,-0.000376881745460229,False,-0.2332375267628386,235,False,1.2,0.41702127659574467
0.04895833333333333,0.4166666666666667,-0.00018270997792868486,224,-0.0001512749241051598,-0.008,76,44,1,False,240,15:55,False,0.6559686762817853,c19ea5c4453cf629,0.007,-0.00033398490203384465,False,-0.4454858597338323,225,False,1.2,0.4311111111111111
nan,0.3125,-3.185010249429181e-05,130,0.0004026822717306988,-0.012,2,1,117,True,5,15:55,False,0.040753735515387204,39c6f7bbdf6c17da,0.011,0.00037083216923640714,False,2.0460267844162683,137,True,1.2,0.5474452554744526
nan,0.3125,-0.00018735672855977646,118,0.0007712475421200265,-0.012,7,2,81,True,15,15:55,False,0.013760876388694568,c042dbd0f2830403,0.011,0.0005838908135602504,False,2.463445631072374,116,True,1.2,0.5258620689655172
nan,0.3125,-0.00028671445018460106,95,0.000841763229996633,-0.012,6,3,50,True,30,15:55,False,0.05121327600300813,e4cca16535046d9e,0.011,0.000555048779812032,False,1.9496883475616333,92,True,1.2,0.45652173913043476
nan,0.3125,-0.0004300499082014492,83,0.000618477323985954,-0.012,14,5,28,True,60,15:55,False,0.2517380956342318,4a987f264669a86b,0.011,0.00018842741578450488,False,1.1461379055560463,78,True,1.2,0.44871794871794873
nan,0.3125,-0.0005199466993061329,80,0.00033355259401535734,-0.012,21,8,10,True,120,15:55,False,0.5978181266602651,158bcde9fb9c6bf2,0.011,-0.00018639410529077566,False,0.5275407489709377,74,True,1.2,0.3918918918918919
nan,0.3125,-1.057861053514567e-05,80,-0.00011368411083730204,-0.012,24,10,0,True,240,15:55,False,0.867866852903359,3445a1073a8466f4,0.011,-0.00012426272137244757,False,-0.1663686384114226,73,True,1.2,0.3698630136986301
