session,signal_t_utc,signal_close,entry_t_utc,entry_price,exit_t_utc,exit_price,exit_reason,minutes_held,stop,target_at_exit,gross_return,net_return,ambiguous_exit
2021-12-16,2021-12-16T20:11:00Z,465.37,2021-12-16T20:12:00Z,465.36,2021-12-16T20:27:00Z,467.31,time,15,463.0332,468.64152232986595,0.004190304280556964,0.004190304280556964,False
2022-01-04,2022-01-04T18:56:00Z,475.71,2022-01-04T18:57:00Z,475.72,2022-01-04T19:12:00Z,476.3289,time,15,473.3414,477.5060790453511,0.0012799545951398905,0.0012799545951398905,False
2022-01-05,2022-01-05T19:12:00Z,473.97,2022-01-05T19:13:00Z,473.96,2022-01-05T19:28:00Z,473.35,time,15,471.5902,475.6888020686944,-0.0012870284412185773,-0.0012870284412185773,False
2022-01-05,2022-01-05T19:34:00Z,472.6,2022-01-05T19:35:00Z,472.6,2022-01-05T19:50:00Z,472.05,time,15,470.237,475.09328006048634,-0.0011637748624629947,-0.0011637748624629947,False
2022-01-05,2022-01-05T20:04:00Z,470.83,2022-01-05T20:05:00Z,470.83,2022-01-05T20:20:00Z,470.36,time,15,468.47585,474.41784522568094,-0.0009982371556612162,-0.0009982371556612162,False
2022-01-05,2022-01-05T20:30:00Z,470.24,2022-01-05T20:31:00Z,470.23,2022-01-05T20:45:00Z,470.245,flat_by,14,467.87885,473.7643426033356,3.189928332940552e-05,3.189928332940552e-05,False
2022-01-07,2022-01-07T15:51:00Z,464.96,2022-01-07T15:52:00Z,464.95,2022-01-07T16:07:00Z,465.68,time,15,462.62525,466.6449219442232,0.001570061296913686,0.001570061296913686,False
2022-01-10,2022-01-10T15:12:00Z,457.91,2022-01-10T15:13:00Z,457.92,2022-01-10T15:28:00Z,457.98,time,15,455.6304,459.23422741401345,0.00013102725366876807,0.00013102725366876807,False
2022-01-10,2022-01-10T15:42:00Z,457.0,2022-01-10T15:43:00Z,457.0,2022-01-10T15:58:00Z,457.81,time,15,454.715,458.61512982692426,0.0017724288840262632,0.0017724288840262632,False
2022-01-13,2022-01-13T17:16:00Z,468.41,2022-01-13T17:17:00Z,468.41,2022-01-13T17:32:00Z,468.0,time,15,466.06795,469.976894390644,-0.0008753015520591469,-0.0008753015520591469,False
2022-01-13,2022-01-13T17:46:00Z,467.5021,2022-01-13T17:47:00Z,467.5,2022-01-13T18:02:00Z,467.56,time,15,465.1625,469.5431978787923,0.00012834224598930966,0.00012834224598930966,False
2022-01-13,2022-01-13T18:03:00Z,467.26,2022-01-13T18:04:00Z,467.26,2022-01-13T18:19:00Z,468.08,time,15,464.9237,469.3471249024243,0.0017549116123785327,0.0017549116123785327,False
2022-01-13,2022-01-13T19:32:00Z,466.94,2022-01-13T19:33:00Z,466.96,2022-01-13T19:48:00Z,467.0,time,15,464.62519999999995,468.8736084211344,8.566044200792458e-05,8.566044200792458e-05,False
2022-01-13,2022-01-13T20:02:00Z,466.43,2022-01-13T20:03:00Z,466.42,2022-01-13T20:18:00Z,466.26,time,15,464.0879,468.5677295951237,-0.00034303846318773853,-0.00034303846318773853,False
2022-01-13,2022-01-13T20:22:00Z,466.08,2022-01-13T20:23:00Z,466.0761,2022-01-13T20:38:00Z,465.26,time,15,463.7457195,468.3097058686814,-0.0017510016068191564,-0.0017510016068191564,False
2022-01-13,2022-01-13T20:39:00Z,465.155,2022-01-13T20:40:00Z,465.16,2022-01-13T20:45:00Z,465.22,flat_by,5,462.8342,468.1047355044259,0.00012898787513974174,0.00012898787513974174,False
2022-01-14,2022-01-14T18:24:00Z,459.9982,2022-01-14T18:25:00Z,459.99,2022-01-14T18:40:00Z,460.36,time,15,457.69005,461.8148454451987,0.0008043653122894075,0.0008043653122894075,False
2022-01-19,2022-01-19T19:29:00Z,454.48,2022-01-19T19:30:00Z,454.46,2022-01-19T19:45:00Z,455.49,time,15,452.18769999999995,456.3604738431785,0.002266426088104629,0.002266426088104629,False
2022-01-19,2022-01-19T20:32:00Z,453.98,2022-01-19T20:33:00Z,453.96,2022-01-19T20:45:00Z,453.973,flat_by,12,451.6902,455.97568898646614,2.863688430706153e-05,2.863688430706153e-05,False
2022-01-20,2022-01-20T19:37:00Z,453.57,2022-01-20T19:38:00Z,453.58,2022-01-20T19:53:00Z,453.51,time,15,451.3121,455.6213113747974,-0.00015432779223068297,-0.00015432779223068297,False
2022-01-20,2022-01-20T20:03:00Z,452.9,2022-01-20T20:04:00Z,452.9,2022-01-20T20:19:00Z,452.0701,time,15,450.6355,455.2437615526634,-0.0018324133362772187,-0.0018324133362772187,False
2022-01-20,2022-01-20T20:21:00Z,451.49,2022-01-20T20:22:00Z,451.51,2022-01-20T20:37:00Z,449.25245,stop,15,449.25245,454.58673124556515,-0.004999999999999958,-0.004999999999999958,False
2022-01-20,2022-01-20T20:38:00Z,448.96,2022-01-20T20:39:00Z,448.95,2022-01-20T20:45:00Z,448.89,flat_by,6,446.70525,454.1119588164918,-0.0001336451720681641,-0.0001336451720681641,False
2022-01-21,2022-01-21T15:12:00Z,441.84,2022-01-21T15:13:00Z,441.85,2022-01-21T15:27:00Z,443.2241094847345,target,14,439.64075,443.2241094847345,0.0031099003841450804,0.0031099003841450804,False
2022-01-21,2022-01-21T18:21:00Z,441.83,2022-01-21T18:22:00Z,441.81,2022-01-21T18:37:00Z,442.73,time,15,439.60095,443.881414759214,0.0020823430886580565,0.0020823430886580565,False
2022-01-21,2022-01-21T19:26:00Z,441.7,2022-01-21T19:27:00Z,441.7,2022-01-21T19:42:00Z,441.74,time,15,439.4915,443.6410380117219,9.055920307905924e-05,9.055920307905924e-05,False
2022-01-21,2022-01-21T19:49:00Z,441.8,2022-01-21T19:50:00Z,441.8,2022-01-21T20:05:00Z,439.591,stop,15,439.591,443.4518951492525,-0.005000000000000007,-0.005000000000000007,False
2022-01-21,2022-01-21T20:06:00Z,439.3,2022-01-21T20:07:00Z,439.31,2022-01-21T20:22:00Z,438.98,time,15,437.11345,443.1879395891509,-0.0007511779836561519,-0.0007511779836561519,False
2022-01-21,2022-01-21T20:23:00Z,439.07,2022-01-21T20:24:00Z,439.08,2022-01-21T20:39:00Z,439.83,time,15,436.8846,442.934544509929,0.0017081169718502324,0.0017081169718502324,False
2022-01-24,2022-01-24T15:03:00Z,428.69,2022-01-24T15:04:00Z,428.68,2022-01-24T15:10:00Z,426.5366,stop,6,426.5366,430.1879188541963,-0.004999999999999966,-0.004999999999999966,False
2022-01-24,2022-01-24T15:14:00Z,427.86,2022-01-24T15:15:00Z,427.81,2022-01-24T15:27:00Z,429.27871403523733,target,12,425.67095,429.27871403523733,0.0034330988879112834,0.0034330988879112834,False
2022-01-24,2022-01-24T16:05:00Z,427.3672,2022-01-24T16:06:00Z,427.36,2022-01-24T16:21:00Z,427.77,time,15,425.2232,428.94804101738333,0.0009593785099213032,0.0009593785099213032,False
2022-01-24,2022-01-24T16:37:00Z,425.97,2022-01-24T16:38:00Z,425.95,2022-01-24T16:48:00Z,423.82025,stop,10,423.82025,428.511879232449,-0.005000000000000004,-0.005000000000000004,False
2022-01-24,2022-01-24T16:49:00Z,423.02,2022-01-24T16:50:00Z,423.02,2022-01-24T17:05:00Z,424.43,time,15,420.9049,428.15340168065114,0.003333175736371862,0.003333175736371862,False
2022-01-24,2022-01-24T17:12:00Z,422.4992,2022-01-24T17:13:00Z,422.48,2022-01-24T17:28:00Z,422.82,time,15,420.36760000000004,427.4589427509835,0.0008047718235182138,0.0008047718235182138,False
2022-01-24,2022-01-24T17:42:00Z,423.68,2022-01-24T17:43:00Z,423.64,2022-01-24T17:58:00Z,425.44,time,15,421.5218,426.8914954380428,0.004248890567462967,0.004248890567462967,False
2022-01-25,2022-01-25T14:57:00Z,429.34,2022-01-25T14:58:00Z,429.32,2022-01-25T15:06:00Z,427.1734,stop,8,427.1734,430.7215683978554,-0.004999999999999949,-0.004999999999999949,False
2022-01-25,2022-01-25T15:10:00Z,428.3801,2022-01-25T15:11:00Z,428.37,2022-01-25T15:16:00Z,430.25196850699416,target,5,426.22815,430.25196850699416,0.004393324712267796,0.004393324712267796,False
2022-01-26,2022-01-26T19:44:00Z,437.61,2022-01-26T19:45:00Z,437.58,2022-01-26T19:46:00Z,435.39209999999997,stop,1,435.39209999999997,440.0994508025795,-0.0050000000000000305,-0.0050000000000000305,False
2022-01-26,2022-01-26T20:01:00Z,434.0,2022-01-26T20:02:00Z,433.98,2022-01-26T20:05:00Z,431.81010000000003,stop,3,431.81010000000003,439.1967715472915,-0.004999999999999964,-0.004999999999999964,False
2022-01-26,2022-01-26T20:15:00Z,431.2,2022-01-26T20:16:00Z,431.18,2022-01-26T20:24:00Z,429.02410000000003,stop,8,429.02410000000003,438.1222961712078,-0.00499999999999994,-0.00499999999999994,False
2022-01-26,2022-01-26T20:27:00Z,432.25,2022-01-26T20:28:00Z,432.27,2022-01-26T20:43:00Z,432.88,time,15,430.10864999999995,437.4321483228587,0.0014111550651213678,0.0014111550651213678,False
2022-01-27,2022-01-27T15:31:00Z,436.9163,2022-01-27T15:32:00Z,436.88,2022-01-27T15:47:00Z,437.65,time,15,434.6956,438.6185890318945,0.001762497711041892,0.001762497711041892,False
2022-01-27,2022-01-27T17:16:00Z,436.04,2022-01-27T17:17:00Z,436.07,2022-01-27T17:32:00Z,434.58,time,15,433.88965,438.06754095971763,-0.0034168826105900637,-0.0034168826105900637,False
2022-01-27,2022-01-27T17:33:00Z,434.67,2022-01-27T17:34:00Z,434.64,2022-01-27T17:49:00Z,432.73,time,15,432.4668,437.5968068296776,-0.004394441376771508,-0.004394441376771508,False
